-22.360680,-5601.350284,-3905.078688,-66.142891,-44.184703,-43.916375,-43773.356170,-11.985324,-11.001454,-674.711152,-115.479718,-234.108296
0.000000,3227.479667,85.240818,0.467083,0.501940,-0.113711,22.633760,-0.059179,-0.856086,-0.035477,-2.872904,-0.842749
0.000000,0.000000,-1665.868991,1.632795,0.056268,-1.026679,44.870209,0.007891,-0.128092,13.365874,2.104098,-11.677609
0.000000,0.000000,0.000000,-32.143955,1.052463,-0.216945,-22.643396,-0.195084,-0.153715,17.644163,0.087920,-5.669453
0.000000,0.000000,0.000000,0.000000,-18.285218,0.715815,10.106864,0.401057,0.245953,-13.386983,0.817645,9.942956
0.000000,0.000000,0.000000,0.000000,0.000000,-17.880871,-39.336228,-0.353449,0.535894,19.950883,-1.344335,-3.258057
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,789.864392,-0.019321,-0.679036,-1.192430,0.503020,-1.658092
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.136617,0.974981,8.431642,-1.134527,-4.478109
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-11.065068,-1.912367,5.732440,-13.871358
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,256.516037,-1.811353,-5.925050
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.326218,8.020371
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,122.431190
